"raw_text","aspectTerms"
"By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.","[{'term': 'pig feet ginger simmered in black vinegar', 'polarity': 'positive'}, {'term': 'desserts with frog jelly', 'polarity': 'positive'}]"
"By far, the best pizza in Manhattan.","[{'term': 'pizza', 'polarity': 'positive'}]"
"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.","[{'term': 'decor', 'polarity': 'positive'}]"
"Check it out, it won't hurt your stomach or your wallet.","[{'term': 'stomach', 'polarity': 'positive'}, {'term': 'wallet', 'polarity': 'positive'}]"
"Check out the secret back room.","[{'term': 'secret back room', 'polarity': 'positive'}]"
"Cheese plate is a varied delight and great bargain at $10.","[{'term': 'Cheese plate', 'polarity': 'positive'}]"
"Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!)","[{'term': 'toppings', 'polarity': 'positive'}]"
"Compared to Ess-a, Tal offers a less doughy bagel!","[{'term': 'bagel', 'polarity': 'negative'}]"
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.","[{'term': 'stuff', 'polarity': 'positive'}, {'term': 'waiter', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]"
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.","[{'term': 'burgers', 'polarity': 'negative'}]"
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.","[{'term': 'price', 'polarity': 'negative'}, {'term': 'dish', 'polarity': 'negative'}, {'term': 'lunch specia', 'polarity': 'negative'}]"
"Consistently good Japanese Tapas.","[{'term': 'Japanese Tapas', 'polarity': 'positive'}]"
"Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.","[{'term': 'dinner', 'polarity': 'positive'}, {'term': 'setting', 'polarity': 'positive'}]"
"Could be pricey without a prix fixe meal.","[{'term': 'prix fixe meal', 'polarity': 'negative'}]"
"Cozy romantic atomosphere with only around 15 tables at most.","[{'term': 'atomosphere', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'positive'}]"
"Cute place, nice wait staff but would never go there again.","[{'term': 'wait staff', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
"DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.","[{'term': 'taste', 'polarity': 'negative'}]"
"Dahkin also offers prix fixe lunch and buffet.","[{'term': 'prix fixe lunch', 'polarity': 'positive'}, {'term': 'buffet', 'polarity': 'positive'}]"
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.","[{'term': 'Thai food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
"Decent wine at reasonable prices.","[{'term': 'wine', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
"Decent wine selection too.","[{'term': 'wine selection', 'polarity': 'positive'}]"
"Decor is charming.","[{'term': 'Decor', 'polarity': 'positive'}]"
"Decor is minimalist and clean - nothing to distract or commend.","[{'term': 'Decor', 'polarity': 'neutral'}]"
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.","[{'term': 'Decor', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'wine list', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}]"
"Decor is nice though service can be spotty.","[{'term': 'Decor', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
"Decor leaves something to be desired.","[{'term': 'Decor', 'polarity': 'negative'}]"
"Deep Fried Skewers are good and still rare to find in NYC.","[{'term': 'Deep Fried Skewers', 'polarity': 'positive'}]"
"Definite go if you're used to good Indian restaurant food from abroad.","[{'term': 'Indian restaurant food', 'polarity': 'positive'}]"
"Definitely not worth the price!","[{'term': 'price', 'polarity': 'negative'}]"
"Delicate spices, onions, eggs and a kick-ass roti.","[{'term': 'spices', 'polarity': 'positive'}, {'term': 'onions', 'polarity': 'positive'}, {'term': 'eggs', 'polarity': 'positive'}, {'term': 'roti', 'polarity': 'positive'}]"
"Delicious crab cakes too.","[{'term': 'crab cakes', 'polarity': 'positive'}]"
"Delicious food at a great price but do not go here on a cold day and sit by the front door.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'front door', 'polarity': 'neutral'}]"
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'lunch buffet', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}, {'term': 'lunch', 'polarity': 'positive'}]"
"Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.","[{'term': 'Deliveries', 'polarity': 'negative'}, {'term': 'prices', 'polarity': 'negative'}]"
"Delivery is fast too.","[{'term': 'Delivery', 'polarity': 'positive'}]"
"Delivery service is great too.","[{'term': 'Delivery service', 'polarity': 'positive'}]"
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","[{'term': 'menu', 'polarity': 'negative'}, {'term': 'food art', 'polarity': 'positive'}]"
"Despite the fact that the space is large, they've overcrowded the floor with tables.","[{'term': 'space', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'negative'}]"
"Dessert - can't be missed, so save room!!!","[{'term': 'Dessert', 'polarity': 'positive'}]"
"Did I mention the wine?","[{'term': 'wine', 'polarity': 'neutral'}]"
"Diner food at bistro prices is a bummer....","[{'term': 'food', 'polarity': 'negative'}, {'term': 'prices', 'polarity': 'negative'}]"
"Dinner took almost 4 hours without any lag time.","[{'term': 'Dinner', 'polarity': 'negative'}]"
"Dip the ingredients in with your chopsticks, swirl them around, and eat.","[{'term': 'ingredients', 'polarity': 'neutral'}, {'term': 'chopsticks', 'polarity': 'neutral'}]"
"Disappointing food, lousy service.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
"Do not get the Go Go Hamburgers, no matter what the reviews say.","[{'term': 'Go Go Hamburgers', 'polarity': 'negative'}]"
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","[{'term': 'vegetarian dishes', 'polarity': 'negative'}, {'term': 'non-veg selections', 'polarity': 'positive'}]"
"Don't eat here unless you're starving for thai food and you work next door.","[{'term': 'thai food', 'polarity': 'negative'}]"
"Don't expect to sit down inside though, there are only a few tables and they are always full.","[{'term': 'tables', 'polarity': 'negative'}]"
"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.","[{'term': 'pickles', 'polarity': 'positive'}, {'term': 'selection of meats and seafoods', 'polarity': 'positive'}]"
"Don't waste money on decor.","[{'term': 'decor', 'polarity': 'neutral'}]"
"Downstairs lounge is always a good attraction","[{'term': 'Downstairs lounge', 'polarity': 'positive'}]"
"Drawbacks: service is slow and they don't toast!","[{'term': 'service', 'polarity': 'negative'}]"
"Drinks got screwed up, she acted put upon.","[{'term': 'Drinks', 'polarity': 'negative'}]"
"Drinks way over priced.","[{'term': 'Drinks', 'polarity': 'negative'}, {'term': 'priced', 'polarity': 'negative'}]"
"During our meal, the management came over and checked on us and even bought us a round of drinks.","[{'term': 'management', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'neutral'}, {'term': 'round of drinks', 'polarity': 'neutral'}]"
"During the course of the past 3 months, the chef and staff changed and it was not for the better.","[{'term': 'chef', 'polarity': 'negative'}, {'term': 'staff', 'polarity': 'negative'}]"
"Each bite of food at Kai was indeed delicious, fresh, and elegant.","[{'term': 'food', 'polarity': 'positive'}]"
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.","[{'term': 'table', 'polarity': 'neutral'}, {'term': 'pot of boiling water', 'polarity': 'neutral'}, {'term': 'meats', 'polarity': 'neutral'}, {'term': 'vegetables', 'polarity': 'neutral'}, {'term': 'rice', 'polarity': 'neutral'}, {'term': 'glass noodles', 'polarity': 'neutral'}]"
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","[{'term': 'atmosphere', 'polarity': 'positive'}]"
"Edible but really a ripoff at those prices given whats in the area.","[{'term': 'prices', 'polarity': 'negative'}]"
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.","[{'term': 'owner', 'polarity': 'positive'}]"
"Especially liked chicken tikka and the naan, and the dals.","[{'term': 'chicken tikka', 'polarity': 'positive'}, {'term': 'naan', 'polarity': 'positive'}, {'term': 'dals', 'polarity': 'positive'}]"
"Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.","[{'term': 'bagel', 'polarity': 'positive'}]"
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!","[{'term': 'Pizza', 'polarity': 'positive'}]"
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.","[{'term': 'Steak au Poivre', 'polarity': 'positive'}, {'term': 'Onglet', 'polarity': 'positive'}]"
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'garden', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
"Even the pasta is delicious here (a rarity in New York pizza restaurants).","[{'term': 'pasta', 'polarity': 'positive'}]"
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!","[{'term': 'table', 'polarity': 'positive'}, {'term': 'reservation', 'polarity': 'positive'}, {'term': 'seated', 'polarity': 'positive'}]"
"Even though its good seafood, the prices are too high.","[{'term': 'seafood', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'negative'}]"
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.","[{'term': 'table', 'polarity': 'positive'}, {'term': 'seated', 'polarity': 'positive'}]"
"Even upon delivery, their juicy pork buns are quite good . .","[{'term': 'pork buns', 'polarity': 'positive'}]"
"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.","[{'term': 'cost', 'polarity': 'negative'}, {'term': 'botle of wine', 'polarity': 'conflict'}]"
"Even with the prix fixe pricing, this restaurant is not worth it.","[{'term': 'prix fixe pricing', 'polarity': 'conflict'}]"
"Every course was better than the next.","[{'term': 'course', 'polarity': 'positive'}]"
"Every waitress and customer who passed by me bumped into my chair.","[{'term': 'waitress', 'polarity': 'neutral'}]"
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}]"
"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.","[{'term': 'menu', 'polarity': 'positive'}, {'term': 'view', 'polarity': 'positive'}]"
"Everything looks great, the drinks, the decor, the food, even the people.","[{'term': 'drinks', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.","[{'term': 'bread', 'polarity': 'negative'}, {'term': 'salad', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'wait', 'polarity': 'negative'}]"
